A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,Adsorption energy(ev)
11,11,32,9,9,9,18,20,12,12,41,10,10,10,18,20,3,3,4,2,2,2,3,4,1.228,1.228,0.32,0.824,0.824,0.824,0.479,0.647,0.971,0.971,5.32,0.0017,0.0017,0.0017,0.00321,1.54,2.2,2.2,1.5,0.57,0.57,0.57,0.97,2.2,5.1391,5.1391,7.8994,17.4228,17.4228,17.4228,12.9676,6.1132,22.99,22.99,72.64,18.998,18.998,18.998,35.453,40.078,371.15,371.15,1211.45,53.63,53.63,53.63,172.31,1112.15,-7561.567175,-8564.535282,-1002.3398,0,0,0,0,0,0,0,0,0.428571429,0,0.285714286,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.628306191
11,11,32,9,9,9,18,12,12,12,41,10,10,10,18,12,3,3,4,2,2,2,3,3,1.228,1.228,0.32,0.824,0.824,0.824,0.479,1.023,0.971,0.971,5.32,0.0017,0.0017,0.0017,0.00321,1.74,2.2,2.2,1.5,0.57,0.57,0.57,0.97,1.7,5.1391,5.1391,7.8994,17.4228,17.4228,17.4228,12.9676,7.6462,22.99,22.99,72.64,18.998,18.998,18.998,35.453,24.305,371.15,371.15,1211.45,53.63,53.63,53.63,172.31,923.15,-7561.567175,-9247.840013,-1688.2915,0,0,0,0,0,0,0,0,0.428571429,0,0.285714286,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.018662629
11,11,32,9,9,9,18,9,12,12,41,10,10,10,18,10,3,3,4,2,2,2,3,2,1.228,1.228,0.32,0.824,0.824,0.824,0.479,0.824,0.971,0.971,5.32,0.0017,0.0017,0.0017,0.00321,0.0017,2.2,2.2,1.5,0.57,0.57,0.57,0.97,0.57,5.1391,5.1391,7.8994,17.4228,17.4228,17.4228,12.9676,17.4228,22.99,22.99,72.64,18.998,18.998,18.998,35.453,18.998,371.15,371.15,1211.45,53.63,53.63,53.63,172.31,53.63,-7561.567175,-8224.435967,-656.7593,0,0,0,0,0,0,0,0,0.428571429,0,0.285714286,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.109491478
3,3,50,18,18,18,35,3,4,4,69,18,18,18,45,4,2,2,5,3,3,3,4,2,3.582,3.582,0.228,0.479,0.479,0.479,0.474,3.582,0.534,0.534,7.29,0.00321,0.00321,0.00321,3.12,0.534,2.1,2.1,1.7,0.97,0.97,0.97,1.1,2.1,5.3917,5.3917,7.3439,12.9676,12.9676,12.9676,11.8138,5.3917,6.941,6.941,118.71,35.453,35.453,35.453,79.904,6.941,453.85,453.85,505.21,172.31,172.31,172.31,266.05,453.85,-4190.742257,-4394.926228,-200.0479,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.136070347
3,3,50,18,18,18,35,30,4,4,69,18,18,18,45,35,2,2,5,3,3,3,4,4,3.582,3.582,0.228,0.479,0.479,0.479,0.474,0.388,0.534,0.534,7.29,0.00321,0.00321,0.00321,3.12,7.13,2.1,2.1,1.7,0.97,0.97,0.97,1.1,1.5,5.3917,5.3917,7.3439,12.9676,12.9676,12.9676,11.8138,9.3942,6.941,6.941,118.71,35.453,35.453,35.453,79.904,65.38,453.85,453.85,505.21,172.31,172.31,172.31,266.05,692.88,-4190.742257,-6222.538261,-2035.5843,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.788295999
3,3,50,18,18,18,35,19,4,4,69,18,18,18,45,20,2,2,5,3,3,3,4,4,3.582,3.582,0.228,0.479,0.479,0.479,0.474,0.757,0.534,0.534,7.29,0.00321,0.00321,0.00321,3.12,0.862,2.1,2.1,1.7,0.97,0.97,0.97,1.1,2.8,5.3917,5.3917,7.3439,12.9676,12.9676,12.9676,11.8138,4.3407,6.941,6.941,118.71,35.453,35.453,35.453,79.904,39.098,453.85,453.85,505.21,172.31,172.31,172.31,266.05,336.5,-4190.742257,-4984.873351,-790.3531,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.777993499
3,3,50,18,18,18,35,11,4,4,69,18,18,18,45,12,2,2,5,3,3,3,4,3,3.582,3.582,0.228,0.479,0.479,0.479,0.474,1.228,0.534,0.534,7.29,0.00321,0.00321,0.00321,3.12,0.971,2.1,2.1,1.7,0.97,0.97,0.97,1.1,2.2,5.3917,5.3917,7.3439,12.9676,12.9676,12.9676,11.8138,5.1391,6.941,6.941,118.71,35.453,35.453,35.453,79.904,22.99,453.85,453.85,505.21,172.31,172.31,172.31,266.05,371.15,-4190.742257,-5497.554165,-1304.181,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.630907286
3,3,50,18,18,18,35,13,4,4,69,18,18,18,45,14,2,2,5,3,3,3,4,3,3.582,3.582,0.228,0.479,0.479,0.479,0.474,0.897,0.534,0.534,7.29,0.00321,0.00321,0.00321,3.12,2.7,2.1,2.1,1.7,0.97,0.97,0.97,1.1,1.8,5.3917,5.3917,7.3439,12.9676,12.9676,12.9676,11.8138,5.9858,6.941,6.941,118.71,35.453,35.453,35.453,79.904,26.982,453.85,453.85,505.21,172.31,172.31,172.31,266.05,933.4,-4190.742257,-4294.362518,-107.1302,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.509939084
3,3,50,18,18,18,35,20,4,4,69,18,18,18,45,20,2,2,5,3,3,3,4,4,3.582,3.582,0.228,0.479,0.479,0.479,0.474,0.647,0.534,0.534,7.29,0.00321,0.00321,0.00321,3.12,1.54,2.1,2.1,1.7,0.97,0.97,0.97,1.1,2.2,5.3917,5.3917,7.3439,12.9676,12.9676,12.9676,11.8138,6.1132,6.941,6.941,118.71,35.453,35.453,35.453,79.904,40.078,453.85,453.85,505.21,172.31,172.31,172.31,266.05,1112.15,-4190.742257,-5196.698315,-1002.3398,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.616258045
3,3,50,18,18,18,35,12,4,4,69,18,18,18,45,12,2,2,5,3,3,3,4,3,3.582,3.582,0.228,0.479,0.479,0.479,0.474,1.023,0.534,0.534,7.29,0.00321,0.00321,0.00321,3.12,1.74,2.1,2.1,1.7,0.97,0.97,0.97,1.1,1.7,5.3917,5.3917,7.3439,12.9676,12.9676,12.9676,11.8138,7.6462,6.941,6.941,118.71,35.453,35.453,35.453,79.904,24.305,453.85,453.85,505.21,172.31,172.31,172.31,266.05,923.15,-4190.742257,-5878.538421,-1688.2915,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495336912
3,3,50,18,18,18,35,9,4,4,69,18,18,18,45,10,2,2,5,3,3,3,4,2,3.582,3.582,0.228,0.479,0.479,0.479,0.474,0.824,0.534,0.534,7.29,0.00321,0.00321,0.00321,3.12,0.0017,2.1,2.1,1.7,0.97,0.97,0.97,1.1,0.57,5.3917,5.3917,7.3439,12.9676,12.9676,12.9676,11.8138,17.4228,6.941,6.941,118.71,35.453,35.453,35.453,79.904,18.998,453.85,453.85,505.21,172.31,172.31,172.31,266.05,53.63,-4190.742257,-4855.795244,-656.7593,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.293686205
11,11,50,18,18,18,35,3,12,12,69,18,18,18,45,4,3,3,5,3,3,3,4,2,1.228,1.228,0.228,0.479,0.479,0.479,0.474,3.582,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,0.534,2.2,2.2,1.7,0.97,0.97,0.97,1.1,2.1,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,5.3917,22.99,22.99,118.71,35.453,35.453,35.453,79.904,6.941,371.15,371.15,505.21,172.31,172.31,172.31,266.05,453.85,-6396.420853,-6600.061339,-200.0479,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.59258614
11,11,50,18,18,18,35,30,12,12,69,18,18,18,45,35,3,3,5,3,3,3,4,4,1.228,1.228,0.228,0.479,0.479,0.479,0.474,0.388,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,7.13,2.2,2.2,1.7,0.97,0.97,0.97,1.1,1.5,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,9.3942,22.99,22.99,118.71,35.453,35.453,35.453,79.904,65.38,371.15,371.15,505.21,172.31,172.31,172.31,266.05,692.88,-6396.420853,-8428.948645,-2035.5843,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.056507699
11,11,50,18,18,18,35,19,12,12,69,18,18,18,45,20,3,3,5,3,3,3,4,4,1.228,1.228,0.228,0.479,0.479,0.479,0.474,0.757,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,0.862,2.2,2.2,1.7,0.97,0.97,0.97,1.1,2.8,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,4.3407,22.99,22.99,118.71,35.453,35.453,35.453,79.904,39.098,371.15,371.15,505.21,172.31,172.31,172.31,266.05,336.5,-6396.420853,-7189.006756,-790.3531,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.232802428
11,11,50,18,18,18,35,11,12,12,69,18,18,18,45,12,3,3,5,3,3,3,4,3,1.228,1.228,0.228,0.479,0.479,0.479,0.474,1.228,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,0.971,2.2,2.2,1.7,0.97,0.97,0.97,1.1,2.2,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,5.1391,22.99,22.99,118.71,35.453,35.453,35.453,79.904,22.99,371.15,371.15,505.21,172.31,172.31,172.31,266.05,371.15,-6396.420853,-7701.747094,-1304.181,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.14524051
11,11,50,18,18,18,35,13,12,12,69,18,18,18,45,14,3,3,5,3,3,3,4,3,1.228,1.228,0.228,0.479,0.479,0.479,0.474,0.897,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,2.7,2.2,2.2,1.7,0.97,0.97,0.97,1.1,1.8,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,5.9858,22.99,22.99,118.71,35.453,35.453,35.453,79.904,26.982,371.15,371.15,505.21,172.31,172.31,172.31,266.05,933.4,-6396.420853,-6500.874386,-107.1302,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.676666933
11,11,50,18,18,18,35,20,12,12,69,18,18,18,45,20,3,3,5,3,3,3,4,4,1.228,1.228,0.228,0.479,0.479,0.479,0.474,0.647,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,1.54,2.2,2.2,1.7,0.97,0.97,0.97,1.1,2.2,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,6.1132,22.99,22.99,118.71,35.453,35.453,35.453,79.904,40.078,371.15,371.15,505.21,172.31,172.31,172.31,266.05,1112.15,-6396.420853,-7401.244842,-1002.3398,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.484189021
11,11,50,18,18,18,35,12,12,12,69,18,18,18,45,12,3,3,5,3,3,3,4,3,1.228,1.228,0.228,0.479,0.479,0.479,0.474,1.023,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,1.74,2.2,2.2,1.7,0.97,0.97,0.97,1.1,1.7,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,7.6462,22.99,22.99,118.71,35.453,35.453,35.453,79.904,24.305,371.15,371.15,505.21,172.31,172.31,172.31,266.05,923.15,-6396.420853,-8083.427822,-1688.2915,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284531489
11,11,50,18,18,18,35,9,12,12,69,18,18,18,45,10,3,3,5,3,3,3,4,2,1.228,1.228,0.228,0.479,0.479,0.479,0.474,0.824,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,0.0017,2.2,2.2,1.7,0.97,0.97,0.97,1.1,0.57,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,17.4228,22.99,22.99,118.71,35.453,35.453,35.453,79.904,18.998,371.15,371.15,505.21,172.31,172.31,172.31,266.05,53.63,-6396.420853,-7059.726885,-656.7593,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.546731428
3,3,82,35,35,35,53,3,4,4,125,45,45,45,74,4,2,2,6,4,4,4,5,2,3.582,3.582,0.129,0.474,0.474,0.474,0.214,3.582,0.534,0.534,11.3,3.12,3.12,3.12,4.93,0.534,2.1,2.1,1.8,1.1,1.1,1.1,1.3,2.1,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,10.4513,5.3917,6.941,6.941,207.2,79.904,79.904,79.904,126.904,6.941,453.85,453.85,600.75,266.05,266.05,266.05,386.65,453.85,-8026.537709,-8231.044736,-200.0479,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.459126808
3,3,82,35,35,35,53,30,4,4,125,45,45,45,74,35,2,2,6,4,4,4,5,4,3.582,3.582,0.129,0.474,0.474,0.474,0.214,0.388,0.534,0.534,11.3,3.12,3.12,3.12,4.93,7.13,2.1,2.1,1.8,1.1,1.1,1.1,1.3,1.5,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,10.4513,9.3942,6.941,6.941,207.2,79.904,79.904,79.904,126.904,65.38,453.85,453.85,600.75,266.05,266.05,266.05,386.65,692.88,-8026.537709,-10059.83432,-2035.5843,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.287693566
3,3,82,35,35,35,53,19,4,4,125,45,45,45,74,20,2,2,6,4,4,4,5,4,3.582,3.582,0.129,0.474,0.474,0.474,0.214,0.757,0.534,0.534,11.3,3.12,3.12,3.12,4.93,0.862,2.1,2.1,1.8,1.1,1.1,1.1,1.3,2.8,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,10.4513,4.3407,6.941,6.941,207.2,79.904,79.904,79.904,126.904,39.098,453.85,453.85,600.75,266.05,266.05,266.05,386.65,336.5,-8026.537709,-8820.751577,-790.3531,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.860768429
3,3,82,35,35,35,53,11,4,4,125,45,45,45,74,12,2,2,6,4,4,4,5,3,3.582,3.582,0.129,0.474,0.474,0.474,0.214,1.228,0.534,0.534,11.3,3.12,3.12,3.12,4.93,0.971,2.1,2.1,1.8,1.1,1.1,1.1,1.3,2.2,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,10.4513,5.1391,6.941,6.941,207.2,79.904,79.904,79.904,126.904,22.99,453.85,453.85,600.75,266.05,266.05,266.05,386.65,371.15,-8026.537709,-9332.709695,-1304.181,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.990985537
3,3,82,35,35,35,53,13,4,4,125,45,45,45,74,14,2,2,6,4,4,4,5,3,3.582,3.582,0.129,0.474,0.474,0.474,0.214,0.897,0.534,0.534,11.3,3.12,3.12,3.12,4.93,2.7,2.1,2.1,1.8,1.1,1.1,1.1,1.3,1.8,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,10.4513,5.9858,6.941,6.941,207.2,79.904,79.904,79.904,126.904,26.982,453.85,453.85,600.75,266.05,266.05,266.05,386.65,933.4,-8026.537709,-8133.537969,-107.1302,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129939785
3,3,82,35,35,35,53,20,4,4,125,45,45,45,74,20,2,2,6,4,4,4,5,4,3.582,3.582,0.129,0.474,0.474,0.474,0.214,0.647,0.534,0.534,11.3,3.12,3.12,3.12,4.93,1.54,2.1,2.1,1.8,1.1,1.1,1.1,1.3,2.2,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,10.4513,6.1132,6.941,6.941,207.2,79.904,79.904,79.904,126.904,40.078,453.85,453.85,600.75,266.05,266.05,266.05,386.65,1112.15,-8026.537709,-9031.080309,-1002.3398,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20279966
3,3,82,35,35,35,53,12,4,4,125,45,45,45,74,12,2,2,6,4,4,4,5,3,3.582,3.582,0.129,0.474,0.474,0.474,0.214,1.023,0.534,0.534,11.3,3.12,3.12,3.12,4.93,1.74,2.1,2.1,1.8,1.1,1.1,1.1,1.3,1.7,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,10.4513,7.6462,6.941,6.941,207.2,79.904,79.904,79.904,126.904,24.305,453.85,453.85,600.75,266.05,266.05,266.05,386.65,923.15,-8026.537709,-9714.643235,-1688.2915,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185973737
